,LSOA Code,LSOA Name.x,Local Authority Name,WIMD 2019,WIMD 2014 (r),WIMD 2011 score,from14to19,from11to14,from11to19,Of interest
1685,W01001731,Cyncoed 2,Cardiff,4.140616879,1.780444777,2.694468876,2.360172102,-0.914024099,1.446148003,
1686,W01001732,Cyncoed 3,Cardiff,4.20904329,3.009231555,2.660524188,1.199811735,0.348707367,1.548519102,
1687,W01001733,Cyncoed 4,Cardiff,3.667970145,2.912115129,4.309244841,0.755855016,-1.397129712,-0.641274696,
1688,W01001734,Cyncoed 5,Cardiff,1.945300073,2.659615743,3.512103834,-0.71431567,-0.852488091,-1.566803761,
1689,W01001735,Cyncoed 6,Cardiff,3.96690316,3.853388714,4.598760223,0.113514446,-0.745371509,-0.631857063,
1690,W01001736,Cyncoed 7,Cardiff,3.47034018,1.712156577,3.169040377,1.758183603,-1.4568838,0.301299804,
14,W01000014,Cyngar,Isle of Anglesey,14.07582311,16.12028326,15.02052127,-2.04446015,1.099761992,-0.944698158,
623,W01000648,Cynwyl Elfed 1,Carmarthenshire,18.09384012,16.45814124,16.19697638,1.63569888,0.261164864,1.896863744,
624,W01000649,Cynwyl Elfed 2,Carmarthenshire,10.39909901,10.44840403,10.17120627,-0.04930502,0.277197756,0.227892736,
625,W01000650,Cynwyl Gaeo,Carmarthenshire,20.83216821,17.94345258,18.67496574,2.88871563,-0.731513158,2.157202472,
626,W01000651,Dafen 1,Carmarthenshire,14.00045486,12.83181667,14.13727526,1.16863819,-1.305458594,-0.136820404,
627,W01000652,Dafen 2,Carmarthenshire,27.3553504,23.09217556,25.8590775,4.26317484,-2.766901936,1.496272904,
1322,W01001360,Darren Valley 1,Caerphilly,20.15576963,20.8197351,21.96755711,-0.66396547,-1.147822014,-1.811787484,
1323,W01001361,Darren Valley 2,Caerphilly,48.83498399,50.36293749,49.61281386,-1.5279535,0.750123627,-0.777829873,
130,W01000135,Deganwy 1,Conwy,2.897398321,3.613668349,5.940525757,-0.716270028,-2.326857408,-3.043127436,
131,W01000136,Deganwy 2,Conwy,7.433544776,12.6693557,16.96429106,-5.235810924,-4.294935364,-9.530746288,
58,W01000062,Deiniol,Gwynedd,19.31821758,16.25068226,15.02023361,3.06753532,1.230448654,4.297983974,
59,W01000063,Deiniolen,Gwynedd,23.79885234,23.10867613,21.53551252,0.69017621,1.573163606,2.263339816,
187,W01000194,Denbigh Central,Denbighshire,25.42652062,22.38222587,18.95484145,3.04429475,3.427384422,6.471679172,
188,W01000195,Denbigh Lower 1,Denbighshire,2.430209967,4.62182221,4.771571952,-2.191612243,-0.149749742,-2.341361985,
189,W01000196,Denbigh Lower 2,Denbighshire,5.299777123,5.841599853,5.832533638,-0.54182273,0.009066215,-0.532756515,
190,W01000197,Denbigh Lower 3,Denbighshire,7.878474593,7.751962824,8.760488354,0.126511769,-1.00852553,-0.882013761,
191,W01000198,Denbigh Upper/Henllan 1,Denbighshire,45.9220653,46.98937576,45.95973898,-1.06731046,1.029636785,-0.037673675,
192,W01000199,Denbigh Upper/Henllan 2,Denbighshire,27.58146472,22.05602629,20.76034503,5.52543843,1.295681258,6.821119688,
1509,W01001549,Devauden,Monmouthshire,9.288549374,7.401125187,7.30258362,1.887424187,0.098541567,1.985965754,
60,W01000064,Dewi,Gwynedd,16.78214016,15.14695659,15.59328289,1.63518357,-0.446326296,1.188857274,
1510,W01001551,Dewstow & Green Lane 2,Monmouthshire,20.79988372,20.23159173,20.30807407,0.56829199,-0.076482343,0.491809647,
61,W01000065,Diffwys and Maenofferen,Gwynedd,23.52694121,21.45095681,26.09724026,2.0759844,-4.646283445,-2.570299045,
537,W01000562,Dinas Cross,Pembrokeshire,13.79575213,12.04203014,14.52522658,1.75372199,-2.483196442,-0.729474452,
1051,W01001086,Dinas Powys 1,Vale of Glamorgan,3.405320382,2.403525085,7.014904738,1.001795297,-4.611379653,-3.609584356,
1052,W01001087,Dinas Powys 2,Vale of Glamorgan,5.139845257,4.340029308,5.765217697,0.799815949,-1.425188389,-0.62537244,
1053,W01001088,Dinas Powys 3,Vale of Glamorgan,19.33007651,18.64466372,16.28760244,0.68541279,2.357061279,3.042474069,
1054,W01001089,Dinas Powys 4,Vale of Glamorgan,5.467066699,6.467018163,7.439328318,-0.999951464,-0.972310155,-1.972261619,
1055,W01001090,Dinas Powys 5,Vale of Glamorgan,5.858220801,4.208354402,8.726972439,1.649866399,-4.518618037,-2.868751638,
425,W01000438,Disserth and Trecoed,Powys,25.22072716,23.90873091,21.82932087,1.31199625,2.079410044,3.391406294,
1511,W01001552,Dixton with Osbaston,Monmouthshire,3.685029927,2.996745095,5.001876995,0.688284832,-2.0051319,-1.316847068,
62,W01000066,Dolbenmaen,Gwynedd,18.89870829,18.2248479,17.46455167,0.67386039,0.760296233,1.434156623,
426,W01000439,Dolforwyn,Powys,10.5045913,9.460846292,11.24022404,1.043745008,-1.779377751,-0.735632743,
63,W01000067,Dolgellau North,Gwynedd,13.71671447,13.13560102,14.88301945,0.58111345,-1.747418429,-1.166304979,
64,W01000068,Dolgellau South,Gwynedd,13.66450853,16.14162592,16.12064188,-2.47711739,0.020984043,-2.456133347,
1258,W01001295,Dowlais 1,Merthyr Tydfil,49.4291889,47.06348509,48.35110137,2.36570381,-1.287616275,1.078087535,
1259,W01001296,Dowlais 2,Merthyr Tydfil,18.28127826,18.92196788,21.83124818,-0.64068962,-2.909280299,-3.549969919,
1260,W01001297,Dowlais 3,Merthyr Tydfil,24.65704402,26.00517809,25.33025996,-1.34813407,0.674918132,-0.673215938,
1261,W01001298,Dowlais 4,Merthyr Tydfil,34.45474258,37.01697538,42.40511674,-2.5622328,-5.388141359,-7.950374159,
1512,W01001553,Drybridge 1,Monmouthshire,13.84742984,11.01300094,13.35864261,2.8344289,-2.345641668,0.488787232,
1513,W01001554,Drybridge 2,Monmouthshire,10.59555112,8.818235844,8.076567411,1.777315276,0.741668433,2.518983709,
738,W01000768,Dunvant 1,Swansea,9.25742653,8.715239657,9.602439254,0.542186873,-0.887199597,-0.345012724,
739,W01000769,Dunvant 2,Swansea,3.971005586,6.295034294,7.607477167,-2.324028708,-1.312442873,-3.636471581,
740,W01000770,Dunvant 3,Swansea,3.794973626,3.870524133,5.004743511,-0.075550507,-1.134219378,-1.209769885,
1056,W01001091,Dyfan 1,Vale of Glamorgan,5.000919555,3.998718278,6.85708762,1.002201277,-2.858369342,-1.856168065,
1057,W01001092,Dyfan 2,Vale of Glamorgan,19.30241008,21.97023813,19.76296899,-2.66782805,2.207269137,-0.460558913,
1058,W01001093,Dyfan 3,Vale of Glamorgan,29.00576627,28.49520632,29.36031926,0.51055995,-0.865112941,-0.354552991,
890,W01000922,Dyffryn 1,Neath Port Talbot,31.62850028,24.82705335,26.7519443,6.80144693,-1.924890946,4.876555984,
891,W01000923,Dyffryn 2,Neath Port Talbot,14.20966352,10.91062428,12.39509055,3.29903924,-1.484466271,1.814572969,
65,W01000069,Dyffryn Ardudwy,Gwynedd,11.97091063,13.92892194,12.96099806,-1.95801131,0.967923877,-0.990087433,
193,W01000200,Dyserth 1,Denbighshire,9.80241987,9.723810782,9.882617367,0.078609088,-0.158806585,-0.080197497,
194,W01000201,Dyserth 2,Denbighshire,21.11438172,21.49840749,19.82558021,-0.38402577,1.672827279,1.288801509,
538,W01000563,East Williamston 1,Pembrokeshire,19.86330662,15.04355521,14.28745755,4.81975141,0.756097659,5.575849069,
539,W01000564,East Williamston 2,Pembrokeshire,11.09903166,12.36858206,13.63536356,-1.2695504,-1.266781495,-2.536331895,
1418,W01001456,Ebbw Vale North 1,Blaenau Gwent,34.05642831,35.43043762,32.89899236,-1.37400931,2.531445261,1.157435951,
1419,W01001457,Ebbw Vale North 2,Blaenau Gwent,54.52943444,58.38982566,60.46185872,-3.86039122,-2.072033058,-5.932424278,
1420,W01001458,Ebbw Vale North 3,Blaenau Gwent,17.96974396,16.06635076,16.36688945,1.9033932,-0.300538692,1.602854508,
1421,W01001459,Ebbw Vale South 1,Blaenau Gwent,49.34873834,56.70660401,55.93195383,-7.35786567,0.774650179,-6.583215491,
1422,W01001460,Ebbw Vale South 2,Blaenau Gwent,27.24501298,26.70747545,24.62955339,0.53753753,2.077922065,2.615459595,
1423,W01001461,Ebbw Vale South 3,Blaenau Gwent,30.8069732,26.70815464,32.51119476,4.09881856,-5.803040115,-1.704221555,
66,W01000070,Efail-newydd/Buan,Gwynedd,14.28945271,12.89610095,15.55393148,1.39335176,-2.657830532,-1.264478772,
195,W01000202,Efenechtyd,Denbighshire,12.0061733,9.236333227,10.31985058,2.769840073,-1.083517355,1.686322718,
132,W01000137,Eglwysbach,Conwy,14.23878882,11.4869718,11.29676704,2.75181702,0.19020476,2.94202178,
133,W01000138,Eirias 1,Conwy,25.05265663,19.72134989,19.49250203,5.33130674,0.228847857,5.560154597,
134,W01000139,Eirias 2,Conwy,8.537217164,6.724442968,9.22730288,1.812774196,-2.502859912,-0.690085716,
628,W01000653,Elli 1,Carmarthenshire,14.78652507,14.8859386,16.41055532,-0.09941353,-1.524616723,-1.624030253,
629,W01000654,Elli 2,Carmarthenshire,28.99230602,27.08358925,27.17213579,1.90871677,-0.088546539,1.820170231,
1691,W01001737,Ely 1,Cardiff,63.64073955,63.49007043,58.74399312,0.15066912,4.746077311,4.896746431,
1700,W01001746,Ely 10,Cardiff,49.4271253,47.79878609,54.74122742,1.62833921,-6.942441333,-5.314102123,
1692,W01001738,Ely 2,Cardiff,66.49173622,65.23542158,68.67785327,1.25631464,-3.442431685,-2.186117045,
1693,W01001739,Ely 3,Cardiff,67.3455244,63.56764527,62.24372291,3.77787913,1.323922358,5.101801488,
1694,W01001740,Ely 4,Cardiff,65.931654,66.86970407,59.02378675,-0.93805007,7.845917325,6.907867255,
1695,W01001741,Ely 5,Cardiff,70.75294733,68.27482371,62.47003584,2.47812362,5.804787869,8.282911489,
1696,W01001742,Ely 6,Cardiff,61.83020109,61.1852125,50.46702613,0.64498859,10.71818637,11.36317496,
1697,W01001743,Ely 7,Cardiff,10.98772503,8.177496442,9.277179852,2.810228588,-1.09968341,1.710545178,
1698,W01001744,Ely 8,Cardiff,53.25106721,53.1822585,51.76231313,0.06880871,1.419945374,1.488754084,
1699,W01001745,Ely 9,Cardiff,7.689744093,7.468259389,7.284061474,0.221484704,0.184197915,0.405682619,
356,W01000365,Erddig,Wrexham,11.49686465,13.25400316,11.42153312,-1.75713851,1.832470044,0.075331534,
357,W01000366,Esclusham 1,Wrexham,17.58409605,22.38928475,23.74404607,-4.8051887,-1.354761324,-6.159950024,
358,W01000367,Esclusham 2,Wrexham,6.224456005,7.357642169,9.214393487,-1.133186164,-1.856751318,-2.989937482,
277,W01000284,Ewloe 1,Flintshire,2.962955458,6.485833343,6.414444854,-3.522877885,0.071388489,-3.451489396,
278,W01000285,Ewloe 2,Flintshire,2.288308188,4.590792243,4.90070183,-2.302484055,-0.309909587,-2.612393642,
279,W01000286,Ewloe 3,Flintshire,3.099655906,6.741576543,6.574283811,-3.641920637,0.167292732,-3.474627905,
502,W01000525,Faenor 1,Ceredigion,2.288890256,4.50692025,4.676871278,-2.218029994,-0.169951028,-2.387981022,
1701,W01001747,Fairwater (Cardiff) 1,Cardiff,9.132085416,10.92424642,12.69762742,-1.792161004,-1.773380997,-3.565542001,
1702,W01001748,Fairwater (Cardiff) 2,Cardiff,26.19794507,30.01859426,26.06758831,-3.82064919,3.951005951,0.130356761,
1703,W01001749,Fairwater (Cardiff) 3,Cardiff,24.53442089,25.98002176,24.70570087,-1.44560087,1.274320895,-0.171279975,
1704,W01001750,Fairwater (Cardiff) 4,Cardiff,39.15974534,37.47561487,42.41284374,1.68413047,-4.937228872,-3.253098402,
1705,W01001751,Fairwater (Cardiff) 5,Cardiff,44.99444845,40.6003115,51.33641945,4.39413695,-10.73610795,-6.341970998,
1706,W01001752,Fairwater (Cardiff) 6,Cardiff,9.48126795,10.05169174,10.67355872,-0.57042379,-0.621866979,-1.192290769,
1707,W01001753,Fairwater (Cardiff) 7,Cardiff,47.75283811,48.60931309,40.68524273,-0.85647498,7.924070359,7.067595379,
1708,W01001754,Fairwater (Cardiff) 8,Cardiff,15.62391518,13.3039312,15.1042635,2.31998398,-1.800332299,0.519651681,
1459,W01001497,Fairwater (Torfaen) 1,Torfaen,27.96384975,27.89414912,25.43164693,0.06970063,2.462502191,2.532202821,
1460,W01001498,Fairwater (Torfaen) 2,Torfaen,33.56782037,32.0929551,26.9749253,1.47486527,5.118029801,6.592895071,
1461,W01001499,Fairwater (Torfaen) 3,Torfaen,12.4832778,11.68499923,15.03440834,0.79827857,-3.349409105,-2.551130535,
1462,W01001500,Fairwater (Torfaen) 4,Torfaen,4.852982635,10.15788834,7.90485396,-5.304905705,2.25303438,-3.051871325,
742,W01000772,Fairwood 1,Swansea,5.525110983,7.401069493,7.790020069,-1.87595851,-0.388950576,-2.264909086,
741,W01000771,Fairwood 2,Swansea,9.089063529,10.27835129,11.40783564,-1.189287761,-1.129484352,-2.318772113,
427,W01000440,Felin-fâch,Powys,9.652220122,8.98515443,10.17804134,0.667065692,-1.19288691,-0.525821218,
970,W01001004,Felindre 1,Bridgend,26.60925693,29.52870215,30.42097137,-2.91944522,-0.892269219,-3.811714439,
971,W01001005,Felindre 2,Bridgend,9.200584134,13.3481492,12.77962496,-4.147565066,0.568524243,-3.579040823,
630,W01000655,Felinfoel,Carmarthenshire,34.2565282,29.25766454,31.83943133,4.99886366,-2.581766785,2.417096875,
1139,W01001175,Ferndale 1,Rhondda Cynon Taf,23.50223528,22.42232967,22.55733425,1.07990561,-0.135004581,0.944901029,
1140,W01001176,Ferndale 2,Rhondda Cynon Taf,24.16017543,27.16700527,23.69649936,-3.00682984,3.470505912,0.463676072,
1141,W01001177,Ferndale 3,Rhondda Cynon Taf,29.42831035,32.55536524,31.3043577,-3.12705489,1.251007536,-1.876047354,
280,W01000287,Ffynnongroyw,Flintshire,32.4931196,28.08096347,26.02962237,4.41215613,2.051341097,6.463497227,
540,W01000565,Fishguard North East,Pembrokeshire,17.29939887,14.30914336,15.88852266,2.99025551,-1.579379303,1.410876207,
541,W01000566,Fishguard North West,Pembrokeshire,18.26592395,21.14652298,18.47190715,-2.88059903,2.674615826,-0.205983204,
281,W01000288,Flint Castle,Flintshire,35.80973669,36.77454709,42.17622909,-0.9648104,-5.401682002,-6.366492402,
282,W01000289,Flint Coleshill 1,Flintshire,7.401665834,8.22391558,8.867753798,-0.822249746,-0.643838218,-1.466087964,
283,W01000290,Flint Coleshill 2,Flintshire,41.45848765,34.90171007,31.78800275,6.55677758,3.113707322,9.670484902,
284,W01000291,Flint Coleshill 3,Flintshire,12.88625361,15.4643022,15.1519145,-2.57804859,0.312387702,-2.265660888,
285,W01000292,Flint Oakenholt 1,Flintshire,29.71104301,32.55578378,34.50579378,-2.84474077,-1.950010001,-4.794750771,
286,W01000293,Flint Oakenholt 2,Flintshire,23.53521551,25.56827926,22.57360233,-2.03306375,2.994676935,0.961613185,
287,W01000294,Flint Trelawny 1,Flintshire,6.031523666,10.93222175,11.44946913,-4.900698084,-0.51724738,-5.417945464,
288,W01000295,Flint Trelawny 2,Flintshire,9.102599197,12.5526583,13.84541152,-3.450059103,-1.292753218,-4.742812321,
428,W01000441,Forden,Powys,8.329844651,8.119695571,8.560462601,0.21014908,-0.44076703,-0.23061795,
1709,W01001755,Gabalfa 1,Cardiff,11.33544391,9.463124299,3.982733146,1.872319611,5.480391153,7.352710764,
1710,W01001756,Gabalfa 2,Cardiff,16.74430981,16.83929264,11.85826025,-0.09498283,4.981032386,4.886049556,
1711,W01001757,Gabalfa 3,Cardiff,12.77692316,10.48837196,7.716335669,2.2885512,2.772036291,5.060587491,
1712,W01001758,Gabalfa 4,Cardiff,11.53976499,9.669284914,6.175316169,1.870480076,3.493968745,5.364448821,
1587,W01001629,Gaer 1,Newport,15.16456726,13.97203535,12.85326369,1.19253191,1.118771658,2.311303568,
1588,W01001630,Gaer 2,Newport,36.2529445,32.60941689,35.13190596,3.64352761,-2.522489072,1.121038538,
1589,W01001631,Gaer 3,Newport,9.023550983,8.628634023,7.891237133,0.39491696,0.73739689,1.13231385,
1590,W01001632,Gaer 4,Newport,24.64697518,26.34759678,27.99449582,-1.7006216,-1.646899036,-3.347520636,
1591,W01001633,Gaer 5,Newport,46.30596439,42.15660985,42.07845591,4.14935454,0.07815394,4.22750848,
1592,W01001634,Gaer 6,Newport,25.82963334,30.55986825,26.56343314,-4.73023491,3.996435111,-0.733799799,
359,W01000368,Garden Village,Wrexham,2.434784867,4.298025741,5.032621354,-1.863240874,-0.734595613,-2.597836487,
631,W01000656,Garnant,Carmarthenshire,24.53973578,23.27846926,26.14797722,1.26126652,-2.86950796,-1.60824144,
135,W01000140,Gele 1,Conwy,24.27994878,24.85207734,22.02404911,-0.57212856,2.828028234,2.255899674,
136,W01000141,Gele 2,Conwy,7.633494173,8.587563904,7.680612598,-0.954069731,0.906951306,-0.047118425,
137,W01000142,Gele 3,Conwy,5.079431439,5.847007077,5.416470217,-0.767575638,0.430536861,-0.337038777,
1424,W01001462,Georgetown 1,Blaenau Gwent,20.25093878,24.73857587,22.55050869,-4.48763709,2.188067183,-2.299569907,
1425,W01001463,Georgetown 2,Blaenau Gwent,14.20847967,14.61411518,16.40074249,-0.40563551,-1.786627305,-2.192262815,
67,W01000071,Gerlan,Gwynedd,17.86607465,18.45757489,23.78124899,-0.59150024,-5.323674101,-5.915174341,
1059,W01001094,Gibbonsdown 1,Vale of Glamorgan,37.43143051,36.62328036,35.11695255,0.80815015,1.506327809,2.314477959,
1060,W01001095,Gibbonsdown 2,Vale of Glamorgan,51.75094608,55.85140975,53.85060084,-4.10046367,2.000808914,-2.099654756,
1061,W01001096,Gibbonsdown 3,Vale of Glamorgan,20.93924753,19.83100173,20.65492019,1.1082458,-0.823918455,0.284327345,
1062,W01001097,Gibbonsdown 4,Vale of Glamorgan,39.5209678,40.27693539,35.73394534,-0.75596759,4.54299005,3.78702246,
1324,W01001362,Gilfach,Caerphilly,28.82343452,26.69792144,25.65921486,2.12551308,1.038706576,3.164219656,
1142,W01001178,Gilfach Goch 1,Rhondda Cynon Taf,20.28042188,25.78052109,30.5052845,-5.50009921,-4.724763409,-10.22486262,
1143,W01001179,Gilfach Goch 2,Rhondda Cynon Taf,45.43663055,56.92691243,52.45062157,-11.49028188,4.476290863,-7.013991017,
632,W01000657,Glanamman 1,Carmarthenshire,26.56341332,29.22784874,26.63622777,-2.66443542,2.591620975,-0.072814445,
633,W01000658,Glanamman 2,Carmarthenshire,27.42781349,27.16905458,23.2895164,0.25875891,3.879538182,4.138297092,
429,W01000442,Glantwymyn,Powys,15.52792402,13.15912087,14.67911084,2.36880315,-1.519989967,0.848813183,
634,W01000659,Glanymor 1,Carmarthenshire,43.64838893,43.49969195,46.21573762,0.14869698,-2.716045672,-2.567348692,
635,W01000660,Glanymor 2,Carmarthenshire,40.75744964,34.62908366,43.66755902,6.12836598,-9.038475359,-2.910109379,
430,W01000443,Glasbury,Powys,10.03472217,9.989686533,11.26774037,0.045035637,-1.278053837,-1.2330182,
68,W01000072,Glyder,Gwynedd,9.233676295,10.15822043,10.84840715,-0.924544135,-0.690186722,-1.614730857,
636,W01000662,Glyn (Carmarthenshire),Carmarthenshire,15.94800409,18.28566799,20.12935024,-2.3376639,-1.843682253,-4.181346153,
138,W01000143,Glyn (Conwy) 1,Conwy,29.00573689,27.46526035,26.12288726,1.54047654,1.342373094,2.882849634,
139,W01000144,Glyn (Conwy) 2,Conwy,69.16436143,52.0045043,60.65790785,17.15985713,-8.653403546,8.506453584,
140,W01000145,Glyn (Conwy) 3,Conwy,20.86307734,21.49070164,24.11609149,-0.6276243,-2.625389852,-3.253014152,
1144,W01001180,Glyncoch 1,Rhondda Cynon Taf,61.76190243,67.45746396,64.05697354,-5.69556153,3.400490424,-2.295071106,
1145,W01001181,Glyncoch 2,Rhondda Cynon Taf,30.00226766,29.68705356,33.23805065,0.3152141,-3.550997093,-3.235782993,
892,W01000924,Glyncorrwg,Neath Port Talbot,34.99590818,38.04973659,45.30754166,-3.05382841,-7.25780507,-10.31163348,
893,W01000925,Glynneath 1,Neath Port Talbot,35.1487704,32.7929123,38.09847486,2.3558581,-5.305562558,-2.949704458,
894,W01000926,Glynneath 2,Neath Port Talbot,17.50039804,16.34263451,14.61914028,1.15776353,1.723494233,2.881257763,
895,W01000927,Godre'r graig,Neath Port Talbot,21.19671597,21.61811766,24.23782125,-0.42140169,-2.619703588,-3.041105278,
1514,W01001555,Goetre Fawr 1,Monmouthshire,7.758467949,5.977798472,5.913362041,1.780669477,0.064436431,1.845105908,
1515,W01001556,Goetre Fawr 2,Monmouthshire,12.53378197,15.57814505,11.81899265,-3.04436308,3.759152403,0.714789323,
141,W01000146,Gogarth 1,Conwy,24.78408958,22.19874182,25.16982533,2.58534776,-2.971083507,-0.385735747,
142,W01000147,Gogarth 2,Conwy,15.35276394,14.07662767,18.10569357,1.27613627,-4.029065896,-2.752929626,
542,W01000567,Goodwick,Pembrokeshire,18.4645505,19.62286003,21.87282408,-1.15830953,-2.24996405,-3.40827358,
743,W01000773,Gorseinon 1,Swansea,21.47054477,24.71411968,24.90530053,-3.24357491,-0.191180853,-3.434755763,
744,W01000774,Gorseinon 2,Swansea,16.53626585,16.4635811,16.72476342,0.07268475,-0.261182323,-0.188497573,
637,W01000663,Gorslas 1,Carmarthenshire,14.60436839,11.58536487,15.29487052,3.01900352,-3.709505653,-0.690502133,
638,W01000664,Gorslas 2,Carmarthenshire,15.74270968,12.66859173,17.97372982,3.07411795,-5.305138085,-2.231020135,
143,W01000148,Gower (Conwy),Conwy,13.15938865,12.41503518,19.77942167,0.74435347,-7.364386492,-6.620033022,
745,W01000775,Gower (Swansea) 1,Swansea,9.127318413,10.29414496,9.27410209,-1.166826547,1.02004287,-0.146783677,
746,W01000776,Gower (Swansea) 2,Swansea,7.405101608,8.986088181,8.255085275,-1.580986573,0.731002906,-0.849983667,
747,W01000777,Gowerton 1,Swansea,5.483108946,6.111321084,7.72521777,-0.628212138,-1.613896686,-2.242108824,
748,W01000778,Gowerton 2,Swansea,9.023039717,7.287553681,8.042618409,1.735486036,-0.755064727,0.980421309,
749,W01000779,Gowerton 3,Swansea,14.76042211,15.62181311,15.12302192,-0.861391,0.498791187,-0.362599813,
1593,W01001635,Graig (Newport) 1,Newport,6.468623489,5.650402011,8.321149124,0.818221478,-2.670747113,-1.852525635,
1594,W01001636,Graig (Newport) 2,Newport,4.222982827,5.635299743,9.133496229,-1.412316916,-3.498196486,-4.910513402,
1595,W01001637,Graig (Newport) 3,Newport,9.132265492,7.767288932,10.60962606,1.36497656,-2.842337129,-1.477360569,
1596,W01001638,Graig (Newport) 4,Newport,2.384066088,3.588644295,7.3023797,-1.204578207,-3.713735405,-4.918313612,
1146,W01001182,Graig (Rhondda Cynon Taf) 1,Rhondda Cynon Taf,24.45753498,25.24101926,24.90864404,-0.78348428,0.332375221,-0.451109059,
1147,W01001183,Graig (Rhondda Cynon Taf) 2,Rhondda Cynon Taf,38.44706991,32.84525374,29.39239732,5.60181617,3.452856421,9.054672591,
1713,W01001759,Grangetown 1,Cardiff,20.80370992,19.76574518,18.82224883,1.03796474,0.943496351,1.981461091,Y
1714,W01001760,Grangetown 2,Cardiff,23.77069025,28.78925596,28.63770831,-5.01856571,0.15154765,-4.86701806,Y
1715,W01001761,Grangetown 3,Cardiff,41.62638896,38.62968537,42.0058095,2.99670359,-3.376124127,-0.379420537,Y
1716,W01001762,Grangetown 4,Cardiff,56.82385908,62.69363341,51.66246801,-5.86977433,11.0311654,5.161391068,Y
1717,W01001764,Grangetown 5,Cardiff,34.65624779,31.32771911,32.4522756,3.32852868,-1.12455649,2.20397219,Y
1718,W01001765,Grangetown 6,Cardiff,35.70894832,34.83284058,26.69357058,0.87610774,8.139270003,9.015377743,Y
1719,W01001766,Grangetown 7,Cardiff,39.11526613,35.46541358,38.33200933,3.64985255,-2.866595752,0.783256798,Y
1720,W01001767,Grangetown 8,Cardiff,31.37562817,32.74331553,33.01574561,-1.36768736,-0.272430078,-1.640117438,Y
1721,W01001768,Grangetown 9,Cardiff,40.56661726,39.73566047,34.48026904,0.83095679,5.255391434,6.086348224,Y
289,W01000296,Greenfield 1,Flintshire,39.97390359,40.09942054,41.81684624,-0.12551695,-1.7174257,-1.84294265,
290,W01000297,Greenfield 2,Flintshire,13.91144033,15.33170982,12.73998408,-1.42026949,2.591725741,1.171456251,
1463,W01001501,Greenmeadow 1,Torfaen,38.62805825,34.58513215,32.32286471,4.0429261,2.262267437,6.305193537,
1464,W01001502,Greenmeadow 2,Torfaen,7.63632695,7.585904615,9.049360397,0.050422335,-1.463455782,-1.413033447,
1465,W01001503,Greenmeadow 3,Torfaen,38.38066389,39.44738934,29.05840516,-1.06672545,10.38898418,9.322258734,
360,W01000369,Gresford East and West 1,Wrexham,6.372125615,6.499787683,5.710667312,-0.127662068,0.789120371,0.661458303,
361,W01000370,Gresford East and West 2,Wrexham,4.165854999,6.640183433,8.982270002,-2.474328434,-2.342086569,-4.816415003,
69,W01000073,Groeslon,Gwynedd,11.39290422,10.91146094,13.26996834,0.48144328,-2.358507404,-1.877064124,
1516,W01001557,Grofield,Monmouthshire,19.83487627,20.48125021,17.84934887,-0.64637394,2.631901336,1.985527396,
291,W01000298,Gronant,Flintshire,29.20847544,29.95918126,24.31168733,-0.75070582,5.647493931,4.896788111,
362,W01000371,Grosvenor 1,Wrexham,17.43579782,15.76697656,12.48121792,1.66882126,3.285758644,4.954579904,
363,W01000372,Grosvenor 2,Wrexham,31.28421016,29.63914752,27.01534443,1.64506264,2.623803092,4.268865732,
431,W01000444,Guilsfield,Powys,8.60271803,9.27984269,9.660452953,-0.67712466,-0.380610263,-1.057734923,
1262,W01001299,Gurnos 1,Merthyr Tydfil,60.56779485,66.86601368,68.73663688,-6.29821883,-1.870623198,-8.168842028,
1263,W01001300,Gurnos 2,Merthyr Tydfil,51.66668376,60.10978259,72.91130678,-8.44309883,-12.80152419,-21.24462302,
1264,W01001301,Gurnos 3,Merthyr Tydfil,46.46049126,50.93630502,60.56092913,-4.47581376,-9.624624109,-14.10043787,
896,W01000928,Gwaun-Cae-Gurwen 1,Neath Port Talbot,23.81777153,27.748086,28.44664454,-3.93031447,-0.698558544,-4.628873014,
897,W01000929,Gwaun-Cae-Gurwen 2,Neath Port Talbot,32.47673905,34.47027094,29.42710834,-1.99353189,5.043162596,3.049630706,
364,W01000373,Gwenfro,Wrexham,29.95893929,34.29276213,35.23895357,-4.33382284,-0.94619144,-5.28001428,
292,W01000299,Gwernaffield,Flintshire,7.311583187,7.639723906,7.453871856,-0.328140719,0.18585205,-0.142288669,
432,W01000445,Gwernyfed,Powys,11.61773622,12.75217677,12.68697172,-1.13444055,0.065205046,-1.069235504,
293,W01000300,Gwernymynydd,Flintshire,6.851911913,8.238154751,7.253057954,-1.386242838,0.985096797,-0.401146041,
365,W01000374,Gwersyllt East and South 1,Wrexham,25.45689057,22.39799282,19.21015443,3.05889775,3.18783839,6.24673614,
366,W01000375,Gwersyllt East and South 2,Wrexham,7.851648824,10.56181009,12.49687562,-2.710161266,-1.935065525,-4.645226791,
367,W01000376,Gwersyllt East and South 3,Wrexham,8.644079584,8.203774444,9.161401031,0.44030514,-0.957626587,-0.517321447,
368,W01000377,Gwersyllt North 1,Wrexham,10.67887118,12.93237372,16.73947976,-2.25350254,-3.807106042,-6.060608582,
369,W01000378,Gwersyllt North 2,Wrexham,38.40606841,36.27795869,34.12681889,2.12810972,2.151139797,4.279249517,
370,W01000379,Gwersyllt West 1,Wrexham,35.14708956,35.15974687,35.65087336,-0.01265731,-0.49112649,-0.5037838,
